City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,chifeng,42.2683,118.9636,24.43,62,21,1.98,CN,1690325528
367,piti village,13.4626,144.6933,29.03,89,75,3.6,GU,1690325528
368,imbituba,-28.24,-48.6703,17.81,91,47,2.87,BR,1690325529
369,egilsstadir,65.2653,-14.3948,5.95,87,75,3.6,IS,1690325529
370,mana,5.6592,-53.7767,26.21,86,34,4.16,GF,1690325529
371,kitimat,54.0524,-128.6534,15.51,70,100,3.58,CA,1690325248
372,vilyuchinsk,52.9306,158.4028,20.15,70,45,0.51,RU,1690325530
373,alo,7.4178,6.7371,24.0,96,92,1.49,NG,1690325246
374,salinopolis,-0.6136,-47.3561,26.13,84,94,5.05,BR,1690325531
375,lebu,-37.6167,-73.65,10.38,83,83,2.55,CL,1690325531
376,acapulco de juarez,16.8634,-99.8901,31.39,61,47,3.81,MX,1690325523
377,turan,16.0678,108.2208,25.99,89,20,2.06,VN,1690325531
378,butte,39.6499,-121.5677,36.83,26,0,2.57,US,1690325532
379,fort portal,0.6617,30.2748,18.99,63,70,0.61,UG,1690325532
380,noshiro,40.2039,140.0242,26.47,84,24,3.49,JP,1690325532
381,yuzhno-kurilsk,44.0306,145.8556,20.63,90,43,1.67,RU,1690325533
382,toccoa,34.5773,-83.3324,30.96,72,0,2.57,US,1690325432
383,dapa,9.7594,126.0531,28.17,72,99,2.53,PH,1690325533
384,patacamaya,-17.2333,-67.9167,9.62,16,0,5.18,BO,1690325534
385,zaraza,9.3503,-65.3245,25.28,91,99,0.36,VE,1690325534
386,fisterra,42.9049,-9.2629,17.08,81,51,5.1,ES,1690325534
387,obubra,6.0752,8.329,23.66,95,100,2.18,NG,1690325534
388,sodra sandby,56.5667,16.6167,16.05,81,9,4.07,SE,1690325535
389,karratha,-20.7377,116.8463,17.62,77,14,5.46,AU,1690325535
390,colonie,42.7179,-73.8335,26.19,75,100,4.63,US,1690325535
391,fuyang,32.9,115.8167,26.93,86,66,2.55,CN,1690325536
392,tromso,69.6496,18.957,13.01,82,100,1.03,NO,1690325536
393,konarka,19.9,86.1167,26.22,82,61,8.17,IN,1690325536
394,dryden,49.7833,-92.7503,20.16,77,100,5.14,CA,1690325536
395,basco,20.4487,121.9702,28.56,88,100,23.77,PH,1690325395
396,tsiombe,-25.3,45.4833,17.82,57,52,2.73,MG,1690325537
397,tidjikja,18.5564,-11.4271,35.7,24,36,5.11,MR,1690325537
398,pavilosta,56.8879,21.1859,15.95,86,100,3.8,LV,1690325537
399,irtyshsk,53.3333,75.4572,18.53,51,45,1.45,KZ,1690325538
400,miranda,3.2499,-76.2281,28.07,78,100,1.39,CO,1690325538
401,kapit,2.0167,112.9333,23.34,93,61,0.25,MY,1690325538
402,nebbi,2.4783,31.0889,20.22,78,97,1.6,UG,1690325539
403,tralee,52.2704,-9.7026,12.28,95,8,2.51,IE,1690325539
404,mashava,-20.0367,30.4823,11.08,95,100,1.41,ZW,1690325539
405,areia branca,-4.9561,-37.1369,27.48,57,36,9.29,BR,1690325540
406,murzuq,25.9155,13.9184,33.04,13,10,5.16,LY,1690325540
407,hilo,19.7297,-155.09,27.92,82,100,3.6,US,1690325354
408,le port,-20.9373,55.2919,20.0,86,55,1.83,RE,1690325366
409,jumla,29.2747,82.1838,17.09,94,100,0.43,NP,1690325541
410,port hedland,-20.3167,118.5667,13.03,71,14,4.63,AU,1690325541
411,porto seguro,-16.4497,-39.0647,23.29,88,75,5.14,BR,1690325541
412,alta,69.9689,23.2717,13.59,77,75,2.57,NO,1690325542
413,goundam,16.4145,-3.6708,32.32,43,55,2.77,ML,1690325542
414,chlmec,48.8863,21.9393,17.41,92,67,2.98,SK,1690325542
415,gamay,12.3854,125.2979,27.48,76,100,5.06,PH,1690325543
416,vegreville,53.5001,-112.0518,21.17,52,81,8.75,CA,1690325544
417,deder,9.3167,41.45,14.54,82,96,3.76,ET,1690325544
418,puerto quijarro,-17.7833,-57.7667,25.5,33,0,0.29,BO,1690325544
419,saraqib,35.8645,36.8059,27.28,36,0,3.89,SY,1690325545
420,ramnagar,29.4,79.1167,24.47,92,92,1.46,IN,1690325545
421,yeppoon,-23.1333,150.7333,21.25,67,10,8.0,AU,1690325546
422,rafiganj,24.8167,84.65,29.95,64,99,2.19,IN,1690325546
423,arkhangel'sk,64.5401,40.5433,13.0,94,68,1.76,RU,1690325255
424,glazunovka,52.4986,36.3275,20.67,53,78,6.74,RU,1690325546
425,nyrob,60.733,56.7202,13.79,88,86,1.27,RU,1690325547
426,capo d'orlando,38.1435,14.7305,29.67,87,11,3.38,IT,1690325547
427,yelizovo,53.1873,158.3805,20.08,77,20,2.0,RU,1690325547
428,covington,39.0837,-84.5086,32.18,56,0,3.09,US,1690325394
429,mazabuka,-15.856,27.748,16.69,39,5,5.13,ZM,1690325548
430,hirara,24.8,125.2833,28.15,83,75,8.75,JP,1690325360
431,kulhudhuffushi,6.6221,73.07,27.69,79,97,4.29,MV,1690325548
432,tevriz,57.509,72.4042,13.32,96,4,2.2,RU,1690325549
433,tuntum,-5.2581,-44.6489,26.41,43,11,0.91,BR,1690325549
434,kavieng,-2.5744,150.7967,27.38,81,94,6.75,PG,1690325549
435,dunedin,-45.8742,170.5036,7.67,60,43,5.36,NZ,1690325550
436,votuporanga,-20.4228,-49.9728,24.65,43,91,4.15,BR,1690325550
437,borzya,50.3833,116.5167,21.1,57,97,0.53,RU,1690325550
438,inarajan village,13.2736,144.7484,29.08,90,100,8.41,GU,1690325550
439,tuy hoa,13.0833,109.3,26.32,80,51,5.42,VN,1690325551
440,akureyri,65.6835,-18.0878,8.96,81,75,4.12,IS,1690325479
441,an muileann gcearr,53.5333,-7.35,12.6,94,60,2.16,IE,1690325551
442,sogndal,61.2283,7.1003,13.21,100,100,0.0,NO,1690325551
443,arraial do cabo,-22.9661,-42.0278,21.98,88,0,7.72,BR,1690325302
444,vodnyy,63.5046,53.4095,12.3,96,93,1.62,RU,1690325552
445,pimentel,-6.8367,-79.9342,25.16,57,75,5.14,PE,1690325553
446,manikchari,22.8408,91.844,24.14,96,54,1.32,BD,1690325553
447,qui nhon,13.7667,109.2333,25.65,84,8,3.01,VN,1690325553
448,camiri,-20.05,-63.5167,17.88,59,75,1.54,BO,1690325553
449,oroqen zizhiqi,50.5667,123.7167,19.48,86,96,0.85,CN,1690325553
450,cambria,35.5641,-121.0808,40.41,45,5,5.56,US,1690325554
451,bodo,67.28,14.405,17.1,85,0,3.09,NO,1690325320
452,east ballina,-28.8667,153.5833,13.22,76,90,3.39,AU,1690325554
453,suifenhe,44.4,131.1667,22.45,81,78,1.5,CN,1690325555
454,laguna,38.421,-121.4238,39.54,27,0,2.06,US,1690325555
455,baikonur,45.6167,63.3167,30.42,28,14,5.8,KZ,1690325555
456,katsuura,35.1333,140.3,27.45,80,47,2.92,JP,1690325556
457,bhimunipatnam,17.8833,83.4333,27.74,79,100,4.85,IN,1690325556
458,tolanaro,-25.0319,46.9987,19.04,68,20,3.09,MG,1690325556
459,salalah,17.0151,54.0924,26.05,94,100,4.12,OM,1690325556
460,tindouf,27.6711,-8.1474,32.25,12,0,9.26,DZ,1690325557
461,ouddorp,51.8117,3.9347,16.99,68,65,6.35,NL,1690325557
462,joao pinheiro,-17.7425,-46.1725,19.96,35,1,2.0,BR,1690325557
463,nosy varika,-20.5833,48.5333,19.55,89,46,4.49,MG,1690325557
464,merizo village,13.2658,144.6691,28.85,90,100,8.78,GU,1690325558
465,new plymouth,-39.0667,174.0833,9.06,67,99,3.23,NZ,1690325558
466,abu jibeha,11.4562,31.2285,24.84,77,95,2.46,SD,1690325558
467,revda,56.801,59.9303,14.97,72,86,1.46,RU,1690325458
468,alva,56.1528,-3.8051,14.01,89,77,0.94,GB,1690325559
469,turpan,42.9333,89.1667,34.24,15,94,2.85,CN,1690325559
470,zalingei,12.9096,23.4741,26.14,62,99,3.41,SD,1690325559
471,gaspe,48.8334,-64.4819,21.12,94,100,4.12,CA,1690325560
472,freetown,8.484,-13.2299,24.7,90,100,2.1,SL,1690325560
473,inirida,3.8653,-67.9239,23.09,98,97,0.33,CO,1690325560
474,hakodate,41.7758,140.7367,25.17,88,75,2.57,JP,1690325561
475,lospalos,-8.5186,127.0025,19.32,83,75,2.77,TL,1690325561
476,kirs,59.3388,52.2447,11.72,97,33,0.99,RU,1690325561
477,eleskirt,39.8033,42.6736,14.1,70,82,1.96,TR,1690325561
478,cudillero,43.5622,-6.1459,18.51,77,75,3.09,ES,1690325562
479,gannan,47.9147,123.5031,21.0,78,47,0.99,CN,1690325562
480,sullivan,36.5168,-82.5332,29.57,66,75,5.14,US,1690325562
481,neiafu,-18.65,-173.9833,24.38,69,75,0.0,TO,1690325562
482,turochak,52.2576,87.1224,13.96,96,65,1.04,RU,1690325563
483,al markaz,25.4,49.7333,32.33,29,100,1.42,SA,1690325563
484,altay,47.8667,88.1167,20.27,35,77,1.63,CN,1690325325
485,sungai raya,0.7,108.9,25.82,87,100,3.59,ID,1690325563
486,kencong,-8.2833,113.3667,21.55,93,80,0.68,ID,1690325564
487,ostersund,63.1792,14.6357,12.56,37,75,2.06,SE,1690325564
488,chegdomyn,51.1167,133.0167,18.74,97,100,1.62,RU,1690325564
489,happy valley-goose bay,53.3168,-60.3315,20.17,83,75,3.6,CA,1690325565
490,demre,36.2537,29.9777,30.28,22,0,3.32,TR,1690325565
491,margate,51.3813,1.3862,16.5,67,72,2.24,GB,1690325479
492,pangody,65.85,74.4859,18.77,74,94,5.65,RU,1690325566
493,lufkin,31.3382,-94.7291,37.4,38,40,1.54,US,1690325566
494,eraan,9.0629,117.7016,26.26,89,82,5.26,PH,1690325566
495,burang,30.25,81.1667,11.03,85,100,2.08,CN,1690325566
496,bartlesville,36.7473,-95.9808,36.97,44,0,4.12,US,1690325354
497,ilula,-7.6766,36.0366,14.94,63,0,3.54,TZ,1690325567
498,miles city,46.4083,-105.8406,36.54,14,0,3.6,US,1690325547
499,flin flon,54.7682,-101.865,24.91,50,75,5.14,CA,1690325567
500,mohammedia,33.7066,-7.3944,21.96,100,0,2.06,MA,1690325568
501,ghat,24.9647,10.1728,33.28,12,40,1.9,LY,1690325568
502,barra de santo antonio,-9.4047,-35.5072,24.6,83,62,3.32,BR,1690325568
503,careiro da varzea,-3.2003,-59.8119,32.35,45,3,1.01,BR,1690325569
504,road town,18.4167,-64.6167,27.05,88,40,1.54,VG,1690325368
505,opuwo,-18.0607,13.84,16.19,35,1,1.38,NA,1690325569
506,cromwell,41.5951,-72.6454,22.62,90,100,2.57,US,1690325448
507,conceicao da barra,-18.5933,-39.7322,21.22,92,61,3.12,BR,1690325472
508,dauphin,51.1494,-100.0502,26.08,83,40,5.14,CA,1690325575
509,nemuro,43.3236,145.575,17.29,97,89,0.25,JP,1690325575
510,pudozh,61.8099,36.5345,11.62,88,93,1.96,RU,1690325575
511,al jawf,29.5,38.75,29.23,18,18,4.35,SA,1690325575
512,monywa,22.1167,95.1333,28.1,71,72,5.23,MM,1690325576
513,uglegorsk,49.0833,142.0333,19.21,92,75,2.0,RU,1690325576
514,phan thiet,10.9333,108.1,24.63,93,92,4.58,VN,1690325576
515,kalat,29.0225,66.5916,19.76,80,99,0.68,PK,1690325576
516,rohru,31.2167,77.75,18.24,93,75,1.03,IN,1690325577
517,kapa'a,22.0752,-159.319,31.18,73,20,6.69,US,1690325577
518,dabat,12.9842,37.765,13.1,89,100,1.44,ET,1690325577
519,nogliki,51.8333,143.1667,14.94,94,99,3.55,RU,1690325353
520,neyshabur,36.2133,58.7958,27.01,17,0,1.49,IR,1690325578
521,vadso,70.0744,29.7487,9.49,93,100,2.57,NO,1690325578
522,yaren,-0.5472,166.916,27.97,80,88,4.85,NR,1690325315
523,oelwein,42.6733,-91.9135,33.12,70,93,0.45,US,1690325579
524,nacozari de garcia,30.3742,-109.6908,38.63,15,16,1.6,MX,1690325579
525,kidal,18.4411,1.4078,33.98,32,53,3.34,ML,1690325580
526,vryburg,-26.9566,24.7284,12.3,76,77,7.48,ZA,1690325580
527,sodankyla,67.4167,26.6,11.94,94,100,1.14,FI,1690325580
528,sisimiut,66.9395,-53.6735,7.49,81,64,4.77,GL,1690325580
529,badr hunayn,23.7829,38.7905,32.93,24,100,1.44,SA,1690325581
530,tutoia,-2.7619,-42.2744,26.22,79,71,5.23,BR,1690325581
531,lensk,60.7253,114.9278,22.07,62,11,1.83,RU,1690325581
532,kita,13.0349,-9.4895,24.37,93,92,1.64,ML,1690325581
533,skovorodino,53.9833,123.9167,21.48,61,71,0.34,RU,1690325582
534,katsuren-haebaru,26.3369,127.8719,29.01,86,75,5.66,JP,1690325582
535,prainha,-1.8,-53.48,27.64,52,37,1.85,BR,1690325583
536,sao gabriel da cachoeira,-0.1303,-67.0892,23.47,96,29,1.14,BR,1690325583
537,campbell river,50.0163,-125.2446,19.74,63,75,3.09,CA,1690325583
538,kaifeng,34.7911,114.3483,27.75,77,7,1.32,CN,1690325583
539,san mariano,7.5,126.0,24.93,84,92,1.16,PH,1690325584
540,as sulayyil,20.4607,45.5779,34.14,9,99,0.67,SA,1690325584
541,torchiarolo,40.4842,18.0525,32.11,55,41,5.72,IT,1690325584
542,fort-shevchenko,44.5086,50.263,24.29,68,67,5.91,KZ,1690325585
543,kayangel,8.0823,134.7173,25.35,88,100,4.43,PW,1690325300
544,sarmiento,-45.5882,-69.07,2.15,66,91,4.12,AR,1690325363
545,palikir - national government center,6.9248,158.1611,26.47,89,100,1.54,FM,1690325585
546,hithadhoo,-0.6,73.0833,28.1,79,98,7.0,MV,1690325586
547,lido di ostia,41.7321,12.2765,27.03,61,0,10.29,IT,1690325586
548,puerto lempira,15.2667,-83.7667,31.08,66,40,4.12,HN,1690325586
549,kattivakkam,13.2167,80.3167,26.15,90,100,5.15,IN,1690325587
550,port shepstone,-30.7414,30.455,15.74,83,100,4.58,ZA,1690325587
551,kisangani,0.5167,25.2,22.09,94,100,1.04,CD,1690325587
552,caxito,-8.5785,13.6643,18.78,94,3,0.96,AO,1690325587
553,jaguarari,-10.2639,-40.1958,19.19,72,20,3.6,BR,1690325588
554,tra mhor,52.1624,-7.1524,15.61,85,37,3.13,IE,1690325588
555,cadale,2.7603,46.3222,24.77,80,97,8.19,SO,1690325588
556,loa janan,-0.583,117.095,23.61,93,15,1.25,ID,1690325589
557,huaraz,-9.5333,-77.5333,14.55,47,10,2.47,PE,1690325590
558,termoli,41.9888,14.9895,23.1,69,10,1.42,IT,1690325590
559,frontera,26.9333,-101.45,37.16,24,3,2.68,MX,1690325590
560,mahmudabad,27.3,81.1167,27.84,79,100,2.84,IN,1690325591
561,ciudad lazaro cardenas,17.9583,-102.2,30.08,69,97,3.81,MX,1690325591
562,dawei,14.0833,98.2,24.13,95,99,0.89,MM,1690325592
563,bandarbeyla,9.4942,50.8122,23.73,83,12,14.82,SO,1690325592
564,selfoss,63.9331,-20.9971,11.69,88,100,2.3,IS,1690325592
565,entre rios,-11.9419,-38.0844,19.63,97,12,1.33,BR,1690325593
566,rio gallegos,-51.6226,-69.2181,-8.97,100,0,3.6,AR,1690325490
567,n'zeto,-7.2312,12.8666,20.59,92,4,3.21,AO,1690325593
568,tancitaro,19.3333,-102.3667,19.63,67,93,1.66,MX,1690325594
569,portland,45.5234,-122.6762,29.53,40,40,4.12,US,1690325481
570,taro,-8.3862,115.28,21.03,96,86,1.18,ID,1690325594
